loss,mae,val_loss,val_mae
0.13205119967460632,0.2645047605037689,0.1730264574289322,0.3891053795814514
0.02351272478699684,0.11876686662435532,0.12972329556941986,0.3333282768726349
0.01305298786610365,0.08889219164848328,0.12274841219186783,0.3224457800388336
0.014534383080899715,0.09499206393957138,0.10268546640872955,0.2911916673183441
0.012073611840605736,0.08444917947053909,0.08333324640989304,0.26082494854927063
0.011233790777623653,0.08362824469804764,0.09582411497831345,0.28070691227912903
0.010510852560400963,0.07980505377054214,0.07062488049268723,0.23894409835338593
0.008733948692679405,0.07296797633171082,0.07532590627670288,0.24715599417686462
0.0078118667006492615,0.06866661459207535,0.05538310110569,0.21153569221496582
0.008715784177184105,0.07207418978214264,0.040856145322322845,0.18153327703475952
0.008221356198191643,0.0701536163687706,0.06485111266374588,0.2294486165046692
0.008374880068004131,0.07141648232936859,0.05304398387670517,0.20715130865573883
0.01022052951157093,0.07956291735172272,0.025736551731824875,0.14485840499401093
0.01028780359774828,0.07933303713798523,0.03142302855849266,0.1600913256406784
0.008265628479421139,0.0715663954615593,0.04373214766383171,0.18826386332511902
0.007430588360875845,0.0673900693655014,0.04950929433107376,0.20062214136123657
0.007806592155247927,0.06883834302425385,0.026489144191145897,0.1461307853460312
0.00803612545132637,0.06950592249631882,0.04299277067184448,0.18700572848320007
0.007278380449861288,0.06617473065853119,0.04093392565846443,0.18230530619621277
0.0069739678874611855,0.06575208902359009,0.036429207772016525,0.1694750189781189
0.006490606348961592,0.062363918870687485,0.054439641535282135,0.20935074985027313
0.00644623301923275,0.0629405677318573,0.02893907204270363,0.15198543667793274
0.006555480882525444,0.06335417926311493,0.02287098579108715,0.13518424332141876
0.0059695253148674965,0.059984948486089706,0.025589650496840477,0.14170996844768524
0.006174791604280472,0.06186407059431076,0.03337604179978371,0.16337649524211884
0.005975760519504547,0.061721984297037125,0.032150134444236755,0.16077449917793274
0.007153731770813465,0.06526022404432297,0.008726541884243488,0.07996683567762375
0.006045327987521887,0.06096063554286957,0.05054592341184616,0.20549629628658295
0.006028432864695787,0.061114512383937836,0.03429429233074188,0.16973021626472473
0.00578975398093462,0.058780983090400696,0.0075840032659471035,0.07398972660303116
0.0062720743007957935,0.06188395246863365,0.006105939392000437,0.06473934650421143
0.005676617380231619,0.05957624316215515,0.005360210780054331,0.05986721068620682
0.006091865710914135,0.059999980032444,0.00630825525149703,0.061296939849853516
0.00613106694072485,0.06024584919214249,0.023946000263094902,0.13952724635601044
0.006170697044581175,0.06059790775179863,0.0036804915871471167,0.049560315907001495
0.005640130490064621,0.058645784854888916,0.005653553642332554,0.06349973380565643
0.005244382657110691,0.05778902769088745,0.0030414462089538574,0.0445459820330143
0.0058177136816084385,0.059452369809150696,0.00904520321637392,0.08184350281953812
0.0053199706599116325,0.05579317361116409,0.006360051687806845,0.06530129909515381
0.005210477393120527,0.05681648105382919,0.00507625937461853,0.0578470416367054
0.005113067105412483,0.055839747190475464,0.034658320248126984,0.17700417339801788
0.004202003125101328,0.05088242143392563,0.019567014649510384,0.1281076967716217
0.004901682958006859,0.0548059344291687,0.003959499299526215,0.05137430131435394
0.005265563726425171,0.05681014806032181,0.002187951235100627,0.037985049188137054
0.004988999105989933,0.055367592722177505,0.0027733950410038233,0.042520247399806976
0.004378729499876499,0.05153970047831535,0.004091977141797543,0.05272817611694336
0.004451907705515623,0.05228281021118164,0.0037553608417510986,0.04990055784583092
0.005265902727842331,0.05601668357849121,0.013618293218314648,0.1041836142539978
0.004583294969052076,0.053503140807151794,0.006973553914576769,0.06730309873819351
0.004411021713167429,0.05236721783876419,0.0049467552453279495,0.05901608616113663
