loss,mae,val_loss,val_mae
0.08999469876289368,0.22836022078990936,0.15629927814006805,0.37613561749458313
0.023868780583143234,0.11884374916553497,0.1749657541513443,0.397061288356781
0.01799946092069149,0.10190709680318832,0.17014077305793762,0.3853314220905304
0.015284998342394829,0.09356934577226639,0.15462341904640198,0.36341726779937744
0.012385586276650429,0.0850059911608696,0.14524856209754944,0.3485470712184906
0.01362499501556158,0.09216813743114471,0.11155688762664795,0.30313682556152344
0.013770141638815403,0.09119025617837906,0.12131445109844208,0.3177371323108673
0.009395238943397999,0.07575050741434097,0.09292525798082352,0.2746857702732086
0.00962855201214552,0.07580327987670898,0.07343786954879761,0.2435433566570282
0.009143061935901642,0.07235259562730789,0.07738430052995682,0.25011199712753296
0.009286903776228428,0.07565401494503021,0.08789365738630295,0.26558932662010193
0.008283604867756367,0.07165495306253433,0.06863781809806824,0.23610946536064148
0.007278627250343561,0.06583161652088165,0.07546603679656982,0.24679890275001526
0.00860563013702631,0.07166086137294769,0.061743736267089844,0.22493597865104675
0.007750282064080238,0.06866855174303055,0.05205514654517174,0.20800910890102386
0.007592334877699614,0.06673122942447662,0.05373356118798256,0.2105996310710907
0.007419826928526163,0.06548673659563065,0.054736968129873276,0.21219433844089508
0.0074929287657141685,0.06672699749469757,0.051720526069402695,0.20733138918876648
0.007889879867434502,0.06806040555238724,0.0329853892326355,0.16608086228370667
0.006333858706057072,0.06179722771048546,0.035497043281793594,0.1728530079126358
0.007245044689625502,0.06557860970497131,0.020253431051969528,0.12852203845977783
0.006543273571878672,0.0626002699136734,0.02686186321079731,0.14739841222763062
0.007523615378886461,0.06775480508804321,0.038297224789857864,0.17690619826316833
0.006315706297755241,0.06222117319703102,0.04654408246278763,0.197091206908226
0.006325379945337772,0.06184132769703865,0.04091060534119606,0.18124796450138092
0.0055960845202207565,0.05762026086449623,0.03156377747654915,0.1593271791934967
0.005232850089669228,0.056697435677051544,0.015128044411540031,0.10942798852920532
0.005857323762029409,0.05990889295935631,0.00946829654276371,0.08457983285188675
0.005155520047992468,0.05683143436908722,0.046029314398765564,0.19545480608940125
0.006052730139344931,0.06013234332203865,0.00679275905713439,0.07008993625640869
0.005264877341687679,0.056779634207487106,0.005780528765171766,0.062259700149297714
0.005210464354604483,0.056100327521562576,0.008432414382696152,0.0774998888373375
0.005153733771294355,0.056459102779626846,0.007061912678182125,0.07003995776176453
0.005479453131556511,0.05668654292821884,0.00436570355668664,0.05485282838344574
0.004908211529254913,0.05427636206150055,0.00687911594286561,0.07136750966310501
0.005033338442444801,0.055447280406951904,0.007184695918112993,0.07291492819786072
0.005091613158583641,0.05536385625600815,0.013667943887412548,0.10142140090465546
0.004738456569612026,0.05360688269138336,0.005802862346172333,0.06442614644765854
0.0044920495711266994,0.05322971194982529,0.004873212426900864,0.057817183434963226
0.005300705321133137,0.05577570199966431,0.008634287863969803,0.08199060708284378
0.005117614753544331,0.05507451295852661,0.006312290672212839,0.06705682724714279
0.0042002215050160885,0.051508743315935135,0.004472570959478617,0.05506739765405655
0.004582891706377268,0.05306752398610115,0.004679274745285511,0.05612748861312866
0.00470396876335144,0.05419258400797844,0.009702280163764954,0.08664686977863312
0.005205283872783184,0.05680779367685318,0.0043285987339913845,0.05443204194307327
0.0043130298145115376,0.05251685902476311,0.006604304537177086,0.06936954706907272
0.004160799086093903,0.050307948142290115,0.004306177143007517,0.053377896547317505
0.004204760305583477,0.05096905305981636,0.0027548284269869328,0.04229188710451126
0.004714099690318108,0.052472103387117386,0.004015461541712284,0.051349036395549774
0.0042487820610404015,0.051496345549821854,0.0035330115351825953,0.04753321409225464
